MSI,first,second,third,label
1269.6833684210528,0.689,1.188,2.365,Happy
35.320064327485376,0.5025,1.031,2.4095,Happy
3.947214285714286,0.635,1.2065000000000001,1.95625,Happy
5.0569902439024395,0.714,1.441,2.194,Happy
2.968852272727273,0.74375,1.399,2.1445000000000003,Happy
3.1017462686567163,0.849,1.486,3.0345000000000004,Happy
239.9032189542484,0.72,1.3679999999999999,2.378,Happy
2.2143690476190474,0.225,1.0925,2.56325,Happy
12.86229347826087,0.60675,1.2799999999999998,2.4789999999999996,Happy
94.00834853420196,0.7144999999999999,1.391,2.738,Happy
1.990391304347826,0.706,1.257,2.329,Happy
594.6521721068249,0.511,1.121,2.301,Happy
3.063698863636364,0.06925,0.6174999999999999,1.38175,Happy
243.29267181467182,0.5425,1.1,1.961,Happy
0.10139080459770115,0.065,0.066,0.066,Happy
279.2641034482759,0.5914999999999999,1.4380000000000002,2.901,Happy
17.006878378378378,0.4575,1.2545000000000002,2.0045,Happy
210.96972483221478,0.744,1.23,2.195,Happy
498.25843859649126,0.441,1.036,1.76725,Happy
3.79409375,0.99675,1.385,2.319,Happy
658.4901467889908,0.532,1.535,3.223,Happy
1257.78429689808,0.318,0.799,1.475,Happy
10.131295652173913,0.53,1.099,2.028,Happy
4.050407407407407,0.657,1.215,1.674,Happy
7.156878378378378,0.50475,0.992,2.5532500000000002,Happy
2.1815573770491805,0.80725,1.2734999999999999,2.3185000000000002,Happy
13.186676470588235,0.35624999999999996,0.869,1.86,Stressed
9.969670103092783,0.128,0.48,1.756,Stressed
3.895490909090909,0.0675,0.081,2.101,Stressed
0.9697179487179487,0.227,0.394,0.706,Relaxed
50.51446,0.174,0.2945,0.84975,Relaxed
5.474303571428572,0.067,0.882,1.70575,Relaxed
3.227572277227723,0.224,0.914,1.761,Relaxed
1822.056641304348,0.606,1.0935000000000001,1.731,Relaxed
2.6917244897959183,0.42125,0.8815,1.4325,Relaxed
669.9068904109589,0.541,0.923,1.954,Relaxed
5.193683870967742,0.093,0.648,1.4285,Relaxed
3.7260757575757575,0.35624999999999996,0.8505,1.609,Relaxed
