MSI,first,second,third,label
1.6043547297297298,0.2255,0.314,0.51725,Happy
1.5301357142857144,0.20875,0.3385,0.5555,Happy
2.185359375,0.18175000000000002,0.326,0.6252500000000001,Happy
2.61195166163142,0.25,0.359,0.587,Happy
5.503803921568627,0.205,0.296,0.525,Happy
1.324638783269962,0.19524999999999998,0.298,0.517,Sad
0.8654111498257839,0.18,0.258,0.45,Sad
11.785477003942182,0.191,0.271,0.487,Sad
0.7709551886792453,0.19474999999999998,0.2725,0.477,Sad
0.5171875,0.21425,0.29,0.478,Sad
12.640723404255318,0.21,0.312,0.531,Sad
2.541203389830508,0.27849999999999997,0.518,0.8075,Sad
0.9705987261146497,0.202,0.286,0.502,Sad
1.1326571428571428,0.24175,0.3575,0.69625,Sad
3.3981524310118267,0.24,0.33,0.529,Sad
1.378811320754717,0.228,0.32,0.723,Sad
0.6828408163265306,0.195,0.294,0.445,Sad
1.1676151898734177,0.216,0.316,0.51,Sad
1.0898752,0.195,0.295,0.4985,Sad
3.3130499999999996,0.172,0.2905,0.467,Sad
0.850304347826087,0.29325,0.4465,0.69025,Stressed
0.5251224489795918,0.2315,0.348,0.587,Stressed
5.803598639455783,0.294,0.403,0.714,Stressed
0.5776976744186046,0.298,0.448,0.7284999999999999,Stressed
149.34691379310343,0.29425,0.4075,0.60675,Stressed
1.9784647887323945,0.2585,0.369,0.6765000000000001,Stressed
3.0174301369863015,0.246,0.379,0.62,Stressed
0.5141375,0.26975000000000005,0.38,0.6592500000000001,Stressed
0.8632273809523809,0.27075000000000005,0.379,0.67175,Stressed
2.080980263157895,0.2945,0.3775,0.69225,Stressed
3.746032786885246,0.291,0.508,0.814,Stressed
0.5642205882352941,0.27725,0.4535,0.73525,Stressed
1.0097424242424242,0.25325,0.3675,0.63375,Stressed
1.713,0.2405,0.345,0.6094999999999999,Stressed
0.5056065573770492,0.253,0.354,0.561,Stressed
71.18701666666666,0.258,0.389,0.73925,Stressed
0.6367108433734939,0.216,0.324,0.5195000000000001,Stressed
0.6182377049180328,0.27325,0.4325,0.7064999999999999,Stressed
3.307571428571429,0.30224999999999996,0.4875,0.7717499999999999,Stressed
0.5335,0.24025,0.361,0.591,Stressed
0.5679712643678161,0.24875,0.3775,0.6385,Stressed
5.758109550561798,0.31,0.4705,0.748,Stressed
9.09303846153846,0.31024999999999997,0.5005,0.7535000000000001,Stressed
0.49526315789473685,0.283,0.396,0.696,Stressed
35.38846103896104,0.28874999999999995,0.4105,0.70275,Stressed
0.7793333333333333,0.28775,0.4785,0.86775,Stressed
0.8297758620689655,0.3295,0.5660000000000001,0.9825,Stressed
0.8371339285714285,0.251,0.4645,0.7987500000000001,Stressed
15.418595238095238,0.27625,0.452,0.6867500000000001,Stressed
0.4970289855072464,0.282,0.41,0.577,Stressed
45.868952,0.265,0.383,0.719,Stressed
0.6425492957746479,0.2665,0.39,0.734,Relaxed
0.6907814814814814,0.3275,0.4595,0.7495,Relaxed
1.021948051948052,0.329,0.544,1.05,Relaxed
0.6023548387096774,0.295,0.44399999999999995,0.8382499999999999,Relaxed
3.04110447761194,0.273,0.41,0.723,Relaxed
1.819056603773585,0.288,0.418,0.72,Relaxed
1.6879166666666667,0.29924999999999996,0.419,0.813,Relaxed
69.1444776119403,0.2745,0.392,0.6595,Relaxed
0.500927536231884,0.243,0.369,0.739,Relaxed
23.75614716981132,0.294,0.418,0.671,Relaxed
95.61933333333333,0.364,0.578,0.7575,Relaxed
0.5061974522292993,0.248,0.36,0.63,Relaxed
1.8218125,0.295,0.438,0.7464999999999999,Relaxed
0.6168791946308725,0.277,0.436,0.786,Relaxed
0.7249583333333334,0.312,0.4075,0.8142499999999999,Relaxed
1.1515748407643311,0.286,0.4505,0.7877500000000001,Relaxed
1.3223108808290156,0.38,0.649,0.958,Relaxed
15.377128205128205,0.35475,0.5355000000000001,0.78075,Relaxed
17.10916923076923,0.312,0.532,0.792,Relaxed
7.730721649484535,0.287,0.421,0.75,Relaxed
0.4428345323741007,0.074,0.234,0.47650000000000003,Relaxed
0.531444099378882,0.25025,0.3805,0.623,Relaxed
40.10465573770492,0.244,0.405,0.626,Relaxed
0.5264,0.2555,0.395,0.74975,Relaxed
8.242144736842105,0.2965,0.394,0.5914999999999999,Relaxed
0.584546875,0.29825,0.3875,0.61775,Relaxed
1.018950495049505,0.269,0.378,0.742,Relaxed
0.8068577586206896,0.2485,0.393,0.61725,Relaxed
0.6179957081545064,0.262,0.353,0.619,Relaxed
0.5127353760445682,0.2875,0.383,0.6395,Relaxed
0.6454915254237288,0.27,0.422,0.7044999999999999,Relaxed
28.921685185185186,0.3935,0.607,0.8855,Relaxed
0.394130081300813,0.083,0.203,0.422,Relaxed
0.53272,0.30175,0.428,0.732,Relaxed
0.4615573770491803,0.28,0.379,0.629,Relaxed
1.5622058189655172,0.266,0.405,0.7152499999999999,Relaxed
0.7358119658119658,0.2665,0.364,0.615,Relaxed
0.5801440677966102,0.29775,0.4825,0.7595,Relaxed
0.6232254901960784,0.301,0.46799999999999997,0.768,Relaxed
0.6072666666666666,0.2985,0.446,0.682,Relaxed
0.6331846153846153,0.25175000000000003,0.3805,0.6425,Relaxed
0.6186911764705882,0.26575000000000004,0.3455,0.6572500000000001,Relaxed
4.309331210191083,0.26525,0.40700000000000003,0.733,Relaxed
0.49495774647887325,0.2615,0.371,0.6832500000000001,Relaxed
5.011317204301076,0.2575,0.3705,0.7270000000000001,Relaxed
0.5805555555555556,0.2775,0.408,0.6849999999999999,Relaxed
1.206505882352941,0.24175,0.38,0.7370000000000001,Relaxed
1.129187969924812,0.357,0.596,0.954,Relaxed
0.5347301587301587,0.266,0.431,0.6895,Relaxed
0.8011230769230769,0.321,0.419,0.7,Relaxed
1.9192884615384618,0.30725,0.4995,0.8162499999999999,Relaxed
7.341012658227848,0.254,0.453,0.8065,Relaxed
2.3328082595870208,0.2405,0.375,0.65,Relaxed
0.4821111111111111,0.206,0.311,0.6545000000000001,Relaxed
38.53665517241379,0.257,0.404,0.677,Relaxed
0.63404,0.237,0.403,0.7335,Relaxed
1.9783076923076923,0.3,0.426,0.711,Relaxed
