MSI,first,second,third,label
0.6982317073170732,0.069,0.088,0.26425,Happy
8.315130434782608,0.258,0.35,0.561,Happy
1.2512994791666667,0.397,0.444,0.63625,Sad
17.759357142857144,0.41724999999999995,0.496,0.99325,Sad
5.524203278688525,0.326,0.465,0.703,Sad
1.6607203883495145,0.2215,0.342,0.6105,Sad
2.826,0.159,0.302,0.5974999999999999,Sad
24.219364661654136,0.205,0.2895,0.54925,Sad
2.5130714285714286,0.272,0.4025,0.5705,Stressed
0.8045454545454546,0.1005,0.198,0.41124999999999995,Stressed
0.23446808510638298,0.084,0.099,0.293,Stressed
0.5320441176470588,0.22925,0.311,0.528,Stressed
1.838095890410959,1.347,1.459,1.627,Stressed
0.6686986301369863,0.079,0.187,0.561,Stressed
1.6858448275862068,0.21925,0.345,1.0662500000000001,Stressed
36.24944206008584,0.961,1.077,1.223,Relaxed
1.2524166666666667,0.29074999999999995,0.505,1.08725,Relaxed
1.778132075471698,0.2985,0.4995,0.98325,Relaxed
3.4935652173913043,0.274,0.433,0.814,Relaxed
1.8145225225225226,0.3415,0.405,0.6615,Relaxed
2.545721476510067,0.193,0.285,0.62775,Relaxed
26.498467391304345,0.2225,0.311,0.60625,Relaxed
0.9978972602739726,0.2235,0.3185,0.5547500000000001,Relaxed
0.3850967741935484,0.197,0.298,0.439,Relaxed
3.7531636363636363,0.209,0.364,0.6495,Relaxed
154.071,0.204,0.274,0.563,Relaxed
0.4646521739130435,0.227,0.342,0.574,Relaxed
1.3368959537572254,0.238,0.321,0.515,Relaxed
1.56,0.172,0.2735,0.46,Relaxed
1.1443208756006407,0.182,0.26,0.486,Relaxed
0.7256507936507937,0.2225,0.39,0.7135,Relaxed
0.9553769063180828,0.194,0.281,0.506,Relaxed
0.5149913793103449,0.193,0.2925,0.51725,Relaxed
6.220846625766871,0.205,0.268,0.426,Relaxed
0.42263963963963963,0.2255,0.337,0.492,Relaxed
88.58246,0.26225,0.336,0.565,Relaxed
23.54027027027027,0.2455,0.349,0.5725,Relaxed
0.37268115942028984,0.092,0.178,0.259,Relaxed
0.9478389261744966,0.251,0.444,0.904,Relaxed
1.6981661129568106,0.226,0.315,0.503,Relaxed
4.4446,0.211,0.286,0.41324999999999995,Relaxed
19.321946428571426,0.19025000000000003,0.2505,0.503,Relaxed
20.884835616438355,0.321,0.624,5.247,Relaxed
17.809265486725664,0.215,0.286,0.484,Relaxed
1.5390925925925927,0.19124999999999998,0.2935,0.45525000000000004,Relaxed
0.9907812500000001,0.194,0.2635,0.442,Relaxed
