MSI,first,second,third,label
0.389625,0.19325000000000003,0.264,0.55125,Happy
0.5114814814814814,0.269,0.32,0.6787500000000001,Happy
0.3571848739495798,0.1675,0.266,0.4075,Happy
0.3833214285714286,0.21300000000000002,0.2825,0.396,Happy
0.460126582278481,0.17099999999999999,0.256,0.507,Happy
0.44453125,0.2575,0.307,0.395,Happy
0.3452266666666667,0.214,0.251,0.3875,Happy
0.3531844660194175,0.165,0.264,0.444,Happy
4.1352,0.753,1.516,3.089,Happy
0.4152704918032787,0.189,0.2865,0.57275,Happy
0.4032818181818182,0.19425000000000003,0.2905,0.48825,Happy
0.4153069306930693,0.212,0.315,0.5,Happy
13.183721428571427,0.4605,0.6495,0.9115,Sad
0.687695652173913,0.542,0.661,0.806,Sad
0.9592142857142857,0.5855,0.986,1.2847499999999998,Sad
0.9561898734177215,0.672,0.959,1.213,Sad
0.6478227848101266,0.399,0.68,0.844,Sad
0.685495145631068,0.378,0.519,0.8574999999999999,Sad
0.6401149425287357,0.20350000000000001,0.332,0.76,Stressed
0.7380227272727272,0.37675,0.6465000000000001,1.07175,Stressed
0.49452439024390243,0.27425,0.3845,0.59775,Relaxed
0.4441809523809524,0.29,0.358,0.503,Relaxed
0.4266060606060606,0.25775000000000003,0.356,0.5435000000000001,Relaxed
0.49649333333333334,0.3065,0.438,0.692,Relaxed
0.4872168674698795,0.2365,0.383,0.621,Relaxed
0.388,0.142,0.333,0.43,Relaxed
0.9295217391304348,0.2735,0.419,0.9924999999999999,Relaxed
0.5430657894736842,0.2755,0.3875,0.806,Relaxed
0.4294090909090909,0.2175,0.276,0.606,Relaxed
0.4675185185185185,0.263,0.391,0.567,Relaxed
0.3655,0.20725,0.318,0.44425,Relaxed
0.5348181818181819,0.271,0.456,0.848,Relaxed
0.47875,0.2625,0.3665,0.60875,Relaxed
0.5707719298245614,0.27,0.38,0.878,Relaxed
0.4617727272727273,0.34824999999999995,0.423,0.57475,Relaxed
0.5045909090909091,0.297,0.484,0.6025,Relaxed
0.4774473684210526,0.25025,0.391,0.7055,Relaxed
0.5996027397260274,0.377,0.544,0.859,Relaxed
0.5554239130434783,0.3225,0.48,0.7444999999999999,Relaxed
0.3782403846153846,0.1935,0.268,0.519,Relaxed
0.488,0.2455,0.40249999999999997,0.75225,Relaxed
1.4802619047619048,0.28825,0.448,0.9007499999999999,Relaxed
2.6380196078431375,0.4245,0.959,1.1945000000000001,Relaxed
17.8184,0.507,0.963,1.20625,Relaxed
23.83359259259259,0.426,0.507,1.173,Relaxed
0.5891276595744681,0.27375,0.4385,0.76875,Relaxed
0.4434736842105263,0.21525,0.3345,0.6935,Relaxed
0.43148936170212765,0.20825,0.265,0.47525,Relaxed
0.47682242990654206,0.24,0.376,0.73,Relaxed
