Freq1,Freq2,Freq3,Amp1,Amp2,Amp3,Gap1,Gap2,Label
208.984375,326.171875,193.359375,3.503783,1.404748,0.256041,117.1875,-132.8125,Happy
449.21875,406.25,334.960938,0.038425,0.022942,0.019775,-42.96875,-71.289062,Happy
4.882812,14.648438,32.226562,0.82619,0.13981,0.124195,9.765625,17.578125,Happy
13.671875,338.867188,33.203125,38980.260902,2269.633879,2218.222898,325.195312,-305.664062,Happy
494.140625,296.875,286.132812,0.303645,0.242168,0.081063,-197.265625,-10.742188,Happy
323.242188,248.046875,332.03125,921.27289,57.17964,44.341132,-75.195312,83.984375,Happy
474.609375,453.125,437.5,30097.837261,2404.169288,1001.465007,-21.484375,-15.625,Happy
184.570312,246.09375,304.6875,0.040325,0.039384,0.007785,61.523438,58.59375,Happy
205.078125,221.679688,187.5,140942.211235,6876.97767,6413.793133,16.601562,-34.179688,Happy
245.117188,191.40625,322.265625,0.084744,0.066808,0.015853,-53.710938,130.859375,Happy
61.523438,476.5625,72.265625,11745.254934,3968.477787,601.636866,415.039062,-404.296875,Happy
484.375,471.679688,461.914062,1056.631728,84.345786,34.663008,-12.695312,-9.765625,Happy
281.25,209.960938,275.390625,204.402359,32.448004,8.658401,-71.289062,65.429688,Happy
103.515625,113.28125,93.75,100492.535507,5311.135083,4367.898364,9.765625,-19.53125,Happy
363.28125,246.09375,305.664062,0.016134,0.015638,0.012883,-117.1875,59.570312,Happy
429.6875,292.96875,176.757812,0.002405,0.000587,0.000456,-136.71875,-116.210938,Happy
446.289062,427.734375,88.867188,23370.487768,3451.318779,1877.156878,-18.554688,-338.867188,Happy
90.820312,149.414062,293.945312,3382338.867591,499570.98258,203832.972362,58.59375,144.53125,Happy
139.648438,372.070312,172.851562,11911.574665,1441.113399,776.492804,232.421875,-199.21875,Happy
97.65625,75.195312,88.867188,2627073.839492,1856212.074744,845069.534162,-22.460938,13.671875,Happy
133.789062,157.226562,109.375,1985183.491908,106573.981157,81252.367468,23.4375,-47.851562,Happy
461.914062,167.96875,305.664062,0.004652,0.00203,0.000982,-293.945312,137.695312,Happy
384.765625,176.757812,390.625,19.066859,7.111314,1.696454,-208.007812,213.867188,Happy
395.507812,306.640625,237.304688,0.184728,0.018972,0.009772,-88.867188,-69.335938,Happy
198.242188,378.90625,311.523438,0.006769,0.0046,0.003851,180.664062,-67.382812,Happy
266.601562,149.414062,468.75,0.000949,0.000812,0.000786,-117.1875,319.335938,Happy
269.53125,166.015625,38.085938,0.001164,0.000969,0.000946,-103.515625,-127.929688,Happy
307.617188,355.46875,260.742188,402899.485597,61295.417542,29638.958518,47.851562,-94.726562,Happy
499.023438,328.125,21.484375,0.180121,0.042581,0.025227,-170.898438,-306.640625,Happy
333.007812,444.335938,143.554688,0.016132,0.012384,0.010102,111.328125,-300.78125,Happy
226.5625,253.90625,199.21875,18407.398474,896.968122,849.171848,27.34375,-54.6875,Happy
137.695312,219.726562,290.039062,0.001169,0.000329,0.000248,82.03125,70.3125,Happy
42.96875,48.828125,36.132812,30008280.623137,1559120.460766,1136643.353903,5.859375,-12.695312,Happy
61.523438,99.609375,132.8125,0.015005,0.006939,0.001745,38.085938,33.203125,Happy
204.101562,499.023438,0,0.000177,0.000081,0,294.921875,-499.023438,Happy
0.976562,240.234375,499.023438,0.000018,0.000017,0.000015,239.257812,258.789062,Happy
341.796875,311.523438,442.382812,0.016278,0.007787,0.003746,-30.273438,130.859375,Happy
249.023438,387.695312,217.773438,1905391.744115,279909.384424,108591.187305,138.671875,-169.921875,Happy
291.992188,0.976562,374.023438,0.020178,0.0059,0.002294,-291.015625,373.046875,Happy
133.789062,165.039062,101.5625,4480098.513892,250053.030749,174539.999537,31.25,-63.476562,Happy
499.023438,375.976562,166.992188,0.007673,0.002321,0.001748,-123.046875,-208.984375,Happy
391.601562,364.257812,419.921875,14863354.804982,802331.952724,581392.70696,-27.34375,55.664062,Happy
103.515625,482.421875,52.734375,88798.39758,14510.323389,4751.180102,378.90625,-429.6875,Happy
59.570312,128.90625,182.617188,563.356472,51.879957,22.876056,69.335938,53.710938,Happy
437.5,410.15625,387.695312,0.674907,0.124764,0.037201,-27.34375,-22.460938,Happy
171.875,206.054688,294.921875,0.001748,0.001308,0.001164,34.179688,88.867188,Happy
26.367188,56.640625,81.054688,6220393.629503,557082.304659,234699.786637,30.273438,24.414062,Happy
388.671875,348.632812,0.976562,0.000983,0.00053,0.000469,-40.039062,-347.65625,Happy
425.78125,454.101562,399.414062,0.109639,0.093227,0.01971,28.320312,-54.6875,Happy
148.4375,428.710938,440.429688,3.636695,1.670487,0.268773,280.273438,11.71875,Happy
369.140625,162.109375,0,0.000033,0.000032,0,-207.03125,-162.109375,Happy
