Freq1,Freq2,Freq3,Amp1,Amp2,Amp3,Gap1,Gap2,Label
277.34375,132.8125,222.65625,1.458801,1.26448,0.427335,-144.53125,89.84375,Happy
253.90625,7.8125,343.75,3.028943,2.574675,2.213502,-246.09375,335.9375,Happy
234.375,66.40625,429.6875,3.315459,0.695802,0.595875,-167.96875,363.28125,Happy
394.53125,171.875,289.0625,0.023082,0.020877,0.020672,-222.65625,117.1875,Happy
265.625,367.1875,468.75,1.946584,1.665422,0.655485,101.5625,101.5625,Happy
468.75,449.21875,484.375,0.444636,0.248558,0.217898,-19.53125,35.15625,Happy
414.0625,476.5625,492.1875,0.242071,0.157226,0.131919,62.5,15.625,Happy
261.71875,85.9375,39.0625,1.135325,0.55603,0.43774,-175.78125,-46.875,Happy
367.1875,105.46875,0,0.171308,0.033699,0,-261.71875,-105.46875,Happy
375,82.03125,394.53125,1.242302,1.134789,0.75436,-292.96875,312.5,Happy
35.15625,156.25,66.40625,2.095479,0.706179,0.599657,121.09375,-89.84375,Happy
308.59375,226.5625,97.65625,0.792573,0.752298,0.429254,-82.03125,-128.90625,Happy
488.28125,480.46875,468.75,186790.558587,45146.111399,27431.641034,-7.8125,-11.71875,Sad
3.90625,218.75,464.84375,0.470089,0.467039,0.417918,214.84375,246.09375,Sad
429.6875,402.34375,308.59375,2.595609,1.784575,1.747718,-27.34375,-93.75,Sad
316.40625,39.0625,289.0625,2.239143,1.866918,1.557012,-277.34375,250,Sad
429.6875,390.625,39.0625,0.965176,0.635709,0.610794,-39.0625,-351.5625,Sad
50.78125,300.78125,312.5,2.772404,2.27698,1.88818,250,11.71875,Sad
367.1875,351.5625,339.84375,102.236491,8.041538,5.255237,-15.625,-11.71875,Stressed
351.5625,160.15625,375,4.824527,3.857509,2.950021,-191.40625,214.84375,Stressed
328.125,281.25,171.875,1.47545,1.131458,0.989351,-46.875,-109.375,Relaxed
218.75,417.96875,144.53125,1.00955,0.961279,0.888198,199.21875,-273.4375,Relaxed
210.9375,378.90625,58.59375,0.54327,0.481694,0.266763,167.96875,-320.3125,Relaxed
54.6875,187.5,332.03125,0.622879,0.60204,0.587383,132.8125,144.53125,Relaxed
3.90625,15.625,468.75,5.571984,1.231777,1.090953,11.71875,453.125,Relaxed
371.09375,117.1875,0,0.00188,0.00066,0,-253.90625,-117.1875,Relaxed
218.75,160.15625,277.34375,1.776905,0.173551,0.155373,-58.59375,117.1875,Relaxed
316.40625,148.4375,410.15625,1.611829,1.313423,1.010722,-167.96875,261.71875,Relaxed
3.90625,144.53125,464.84375,0.187928,0.019179,0.018551,140.625,320.3125,Relaxed
402.34375,445.3125,324.21875,0.126849,0.069106,0.050489,42.96875,-121.09375,Relaxed
78.125,300.78125,140.625,0.144244,0.140752,0.126435,222.65625,-160.15625,Relaxed
378.90625,85.9375,273.4375,0.011118,0.006865,0.006512,-292.96875,187.5,Relaxed
253.90625,156.25,207.03125,0.079705,0.052533,0.046378,-97.65625,50.78125,Relaxed
226.5625,300.78125,363.28125,1.563398,0.541185,0.377887,74.21875,62.5,Relaxed
89.84375,320.3125,378.90625,0.052625,0.032742,0.019417,230.46875,58.59375,Relaxed
50.78125,371.09375,496.09375,0.054439,0.033796,0.033253,320.3125,125,Relaxed
289.0625,453.125,371.09375,0.283005,0.114934,0.09401,164.0625,-82.03125,Relaxed
97.65625,312.5,382.8125,0.756967,0.754075,0.696745,214.84375,70.3125,Relaxed
250,42.96875,121.09375,1.363161,1.069165,1.046186,-207.03125,78.125,Relaxed
367.1875,277.34375,335.9375,0.778369,0.776362,0.697831,-89.84375,58.59375,Relaxed
429.6875,402.34375,121.09375,1.18567,1.169328,1.042376,-27.34375,-281.25,Relaxed
355.46875,324.21875,390.625,98.08819,6.070163,3.11034,-31.25,66.40625,Relaxed
23.4375,292.96875,46.875,322.718862,98.942697,31.768046,269.53125,-246.09375,Relaxed
363.28125,343.75,378.90625,276756.357364,14485.381547,9782.244343,-19.53125,35.15625,Relaxed
74.21875,160.15625,203.125,5193.448428,1017.355088,248.633288,85.9375,42.96875,Relaxed
160.15625,42.96875,54.6875,4.559878,2.390862,1.781566,-117.1875,11.71875,Relaxed
464.84375,367.1875,492.1875,1.630518,1.601672,1.495798,-97.65625,125,Relaxed
414.0625,85.9375,50.78125,1.757839,1.677873,1.477347,-328.125,-35.15625,Relaxed
179.6875,148.4375,449.21875,2.878221,1.846294,1.507317,-31.25,300.78125,Relaxed
365.617606,273.575976,341.11765,38.054939,5.067783,4.903147,-43.67583,113.81326,Stressed
366.204409,236.177901,362.782569,33.4692,5.976651,3.21735,-55.96049,65.336808,Stressed
