Freq1,Freq2,Freq3,Amp1,Amp2,Amp3,Gap1,Gap2,Label
49.804688,0.976562,63.476562,0.418259,0.096132,0.031699,-48.828125,62.5,Sad
130.859375,190.429688,88.867188,0.190744,0.102398,0.022903,59.570312,-101.5625,Sad
315.429688,104.492188,350.585938,0.194354,0.046425,0.017882,-210.9375,246.09375,Sad
94.726562,359.375,224.609375,0.002092,0.00166,0.000442,264.648438,-134.765625,Sad
423.828125,285.15625,398.4375,0.01404,0.012277,0.002801,-138.671875,113.28125,Sad
441.40625,428.710938,454.101562,245723.487785,13866.368089,9043.453731,-12.695312,25.390625,Sad
486.328125,458.007812,137.695312,72.566754,55.661637,12.602698,-28.320312,-320.3125,Sad
273.4375,277.34375,270.507812,48281.298035,4032.706862,2260.798116,3.90625,-6.835938,Sad
230.46875,394.53125,304.6875,2032.736955,1609.165366,760.132204,164.0625,-89.84375,Sad
487.304688,472.65625,461.914062,1972.667816,217.768773,81.77977,-14.648438,-10.742188,Sad
203.125,237.304688,340.820312,0.028682,0.003867,0.002231,34.179688,103.515625,Sad
208.984375,212.890625,204.101562,1365.776149,71.238468,67.16895,3.90625,-8.789062,Sad
403.320312,277.34375,27.34375,0.00013,0.000076,0.000051,-125.976562,-250,Sad
152.34375,355.46875,471.679688,0.050452,0.028934,0.025253,203.125,116.210938,Sad
368.164062,222.65625,293.945312,2296.698433,828.643084,349.864328,-145.507812,71.289062,Sad
52.734375,64.453125,40.039062,20.374195,1.048637,0.885108,11.71875,-24.414062,Sad
23.4375,39.0625,50.78125,92.189457,7.179119,2.993531,15.625,11.71875,Sad
59.570312,333.984375,76.171875,2518.562932,234.16975,149.815252,274.414062,-257.8125,Sad
227.539062,90.820312,240.234375,4.936407,1.692159,0.287581,-136.71875,149.414062,Sad
437.5,425.78125,474.609375,11.910776,0.698484,0.696139,-11.71875,48.828125,Stressed
443.359375,263.671875,142.578125,0.0011,0.000843,0.000398,-179.6875,-121.09375,Stressed
123.046875,142.578125,103.515625,1282.16487,66.845558,53.132009,19.53125,-39.0625,Stressed
132.8125,187.5,117.1875,98.709597,50.50886,24.250492,54.6875,-70.3125,Stressed
486.328125,117.1875,472.65625,6275.371975,5940.92863,471.749726,-369.140625,355.46875,Stressed
68.359375,472.65625,417.96875,843709.523761,537046.704553,35466.602571,404.296875,-54.6875,Stressed
384.765625,328.125,443.359375,0.061595,0.006745,0.005813,-56.640625,115.234375,Stressed
203.125,345.703125,54.6875,9.057209,0.673564,0.463685,142.578125,-291.015625,Stressed
48.828125,56.640625,41.015625,13978598.991242,252666.258193,166739.136741,7.8125,-15.625,Stressed
416.015625,308.59375,390.625,0.028689,0.010221,0.007516,-107.421875,82.03125,Stressed
66.40625,412.109375,95.703125,24567.657565,8072.013488,1556.79814,345.703125,-316.40625,Stressed
113.28125,150.390625,179.6875,21556.474068,1462.118865,613.990742,37.109375,29.296875,Stressed
371.09375,355.46875,386.71875,294.004481,13.784863,13.328788,-15.625,31.25,Stressed
261.71875,97.65625,467.773438,0.003539,0.001313,0.001222,-164.0625,370.117188,Relaxed
133.789062,114.257812,153.320312,10.946518,4.094641,0.998015,-19.53125,39.0625,Relaxed
134.765625,151.367188,426.757812,23.119702,1.20572,1.028911,16.601562,275.390625,Relaxed
60.546875,156.25,97.65625,0.302742,0.039946,0.038331,95.703125,-58.59375,Relaxed
250.976562,24.414062,283.203125,0.025771,0.013567,0.006258,-226.5625,258.789062,Relaxed
316.40625,233.398438,160.15625,0.011288,0.004797,0.00117,-83.007812,-73.242188,Relaxed
330.078125,215.820312,129.882812,0.039977,0.003257,0.002253,-114.257812,-85.9375,Relaxed
208.984375,330.078125,90.820312,0.003792,0.000712,0.000559,121.09375,-239.257812,Relaxed
270.507812,242.1875,299.804688,0.563103,0.037256,0.024353,-28.320312,57.617188,Relaxed
394.53125,368.164062,22.460938,2955.3799,1940.241187,386.766338,-26.367188,-345.703125,Relaxed
330.078125,494.140625,442.382812,202.903277,174.320969,88.975934,164.0625,-51.757812,Relaxed
29.296875,60.546875,0.976562,0.004324,0.004227,0.002057,31.25,-59.570312,Relaxed
0.976562,10.742188,17.578125,7.100986,0.352056,0.125134,9.765625,6.835938,Relaxed
29.296875,324.21875,24.414062,1142.334855,688.514508,365.912721,294.921875,-299.804688,Relaxed
428.710938,0.976562,143.554688,0.000073,0.000036,0.000028,-427.734375,142.578125,Relaxed
63.476562,68.359375,58.59375,5604.180129,276.884808,240.790171,4.882812,-9.765625,Relaxed
237.304688,420.898438,93.75,0.000077,0.00005,0.000041,183.59375,-327.148438,Relaxed
297.851562,321.289062,459.960938,0.025278,0.003345,0.0027,23.4375,138.671875,Relaxed
116.210938,135.742188,164.0625,1.47357,0.0641,0.060868,19.53125,28.320312,Relaxed
12.695312,0.976562,464.84375,0.001203,0.001125,0.000935,-11.71875,463.867188,Relaxed
108.398438,89.84375,64.453125,164905.602305,52330.990915,51445.43737,-18.554688,-25.390625,Relaxed
76.171875,119.140625,127.929688,406022.353262,33637.812318,15524.677901,42.96875,8.789062,Relaxed
