27.343750,441.406250,476.562500,-2
35.156250,359.375000,54.687500,-2
42.968750,101.562500,136.718750,-2
50.781250,132.812500,488.281250,-2
54.687500,421.875000,410.156250,-2
54.687500,429.687500,410.156250,-2
66.406250,234.375000,343.750000,-2
66.406250,328.125000,74.218750,-2
74.218750,191.406250,261.718750,-2
93.750000,140.625000,394.531250,-2
93.750000,160.156250,113.281250,-2
105.468750,273.437500,113.281250,-2
105.468750,273.437500,367.187500,-2
105.468750,476.562500,445.312500,-2
109.375000,273.437500,476.562500,-2
109.375000,367.187500,351.562500,-2
109.375000,476.562500,277.343750,-2
117.187500,93.750000,164.062500,-2
132.812500,203.125000,156.250000,-2
140.625000,121.093750,339.843750,-2
144.531250,261.718750,316.406250,-2
152.343750,187.500000,445.312500,-2
175.781250,187.500000,156.250000,-2
179.687500,214.843750,35.156250,-2
179.687500,417.968750,328.125000,-2
183.593750,175.781250,335.937500,-2
183.593750,203.125000,468.750000,-2
183.593750,339.843750,3.906250,-2
187.500000,175.781250,304.687500,-2
187.500000,375.000000,31.250000,-2
195.312500,304.687500,23.437500,-2
199.218750,144.531250,261.718750,-2
199.218750,316.406250,261.718750,-2
199.218750,328.125000,144.531250,-2
199.218750,328.125000,316.406250,-2
203.125000,31.250000,42.968750,-2
207.031250,125.000000,410.156250,-2
207.031250,324.218750,3.906250,-2
214.843750,121.093750,347.656250,-2
214.843750,238.281250,390.625000,-2
214.843750,289.062500,66.406250,-2
222.656250,93.750000,160.156250,-2
222.656250,273.437500,484.375000,-2
226.562500,3.906250,19.531250,-2
230.468750,89.843750,160.156250,-2
253.906250,167.968750,42.968750,-2
257.812500,136.718750,203.125000,-2
257.812500,378.906250,175.781250,-2
269.531250,304.687500,394.531250,-2
273.437500,19.531250,46.875000,-2
273.437500,113.281250,371.093750,-2
273.437500,265.625000,285.156250,-2
273.437500,367.187500,445.312500,-2
289.062500,19.531250,105.468750,-2
292.968750,300.781250,308.593750,-2
304.687500,230.468750,27.343750,-2
304.687500,343.750000,93.750000,-2
304.687500,394.531250,269.531250,-2
316.406250,128.906250,42.968750,-2
316.406250,308.593750,343.750000,-2
324.218750,355.468750,367.187500,-2
328.125000,199.218750,140.625000,-2
328.125000,199.218750,144.531250,-2
332.031250,58.593750,281.250000,-2
339.843750,35.156250,238.281250,-2
347.656250,50.781250,285.156250,-2
351.562500,46.875000,300.781250,-2
351.562500,406.250000,398.437500,-2
355.468750,437.500000,371.093750,-2
359.375000,121.093750,257.812500,-2
371.093750,23.437500,394.531250,-2
375.000000,187.500000,441.406250,-2
375.000000,269.531250,449.218750,-2
382.812500,105.468750,316.406250,-2
382.812500,207.031250,101.562500,-2
382.812500,316.406250,410.156250,-2
382.812500,410.156250,316.406250,-2
410.156250,125.000000,382.812500,-2
417.968750,50.781250,164.062500,-2
421.875000,410.156250,50.781250,-2
421.875000,414.062500,167.968750,-2
